# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
333.05    -11.45    3.2       2.4       -2.2      160.0     Culgoora   
358.47    -23.19    3.2       3.2       -0.8      182.44    FHD        
243.8     -60.66    3.2       6.09      -0.8      408.0     MRC        
62.96     -57.05    3.2       3.16      -0.83     180.0     MWACS      
4.71      -51.25    3.19      3.16      -0.65     180.0     MWACS      
29.23     -42.66    3.19      3.16      -0.78     180.0     MWACS      
29.34     32.21     3.19      2.5       -1.85     160.0     Culgoora   
124.56    -8.09     3.19      2.5       -1.85     160.0     Culgoora   
73.84     13.95     3.19      2.5       -1.85     160.0     Culgoora   
173.27    -4.01     3.19      2.5       -1.85     160.0     Culgoora   
137.71    -56.61    3.18      6.06      -0.8      408.0     MRC        
276.15    -67.29    3.18      6.06      -0.8      408.0     MRC        
64.25     -17.82    3.18      3.14      -1.05     180.0     MWACS      
3.11      -18.8     3.18      3.18      -0.8      182.44    FHD        
104.1     -48.71    3.18      3.14      -0.96     180.0     MWACS      
8.61      -17.99    3.18      3.18      -0.8      182.44    FHD        
54.94     -47.56    3.17      3.17      0.0       180.0     MWACS      
25.22     -32.74    3.17      3.15      -0.62     180.0     MWACS      
189.31    -50.77    3.17      4.57      -0.45     408.0     MRC        
96.64     -42.51    3.17      3.13      -0.93     180.0     MWACS      
181.27    -35.84    3.17      3.0       -0.42     160.0     Culgoora   
81.2      -21.51    3.17      3.13      -0.84     180.0     MWACS      
77.54     -49.26    3.17      3.13      -0.8      180.0     MWACS      
334.14    -15.4     3.17      3.13      -0.85     180.0     MWACS      
29.64     -24.99    3.16      3.13      -0.86     180.0     MWACS      
0.69      -30.48    3.16      3.16      -0.8      182.44    FHD        
60.71     -24.63    3.16      3.12      -0.91     180.0     MWACS      
38.88     -34.76    3.16      3.13      -0.79     180.0     MWACS      
33.38     -33.98    3.15      3.13      -0.57     180.0     MWACS      
321.51    -39.67    3.15      3.12      -0.55     180.0     MWACS      
23.81     8.18      3.15      5.99      -0.8      408.0     MRC        
91.89     -50.4     3.15      3.1       -1.01     180.0     MWACS      
117.97    -27.97    3.14      3.17      0.55      180.0     MWACS      
344.82    -21.47    3.14      3.1       -1.1      180.0     MWACS      
210.69    15.98     3.14      2.7       -1.15     160.0     Culgoora   
2.82      32.25     3.14      2.7       -1.15     160.0     Culgoora   
173.95    25.96     3.14      2.7       -1.15     160.0     Culgoora   
324.03    -55.22    3.14      3.14      0.0       180.0     MWACS      
37.23     13.18     3.14      2.6       -1.43     160.0     Culgoora   
262.42    -12.05    3.14      2.6       -1.43     160.0     Culgoora   
331.29    19.1      3.14      2.6       -1.43     160.0     Culgoora   
222.12    -47.03    3.13      6.97      -0.99     408.0     MRC        
328.78    -32.33    3.13      3.08      -1.13     180.0     MWACS      
122.45    -38.42    3.13      3.1       -0.67     180.0     MWACS      
331.07    4.66      3.13      2.8       -0.84     160.0     Culgoora   
75.02     -15.6     3.13      3.09      -0.87     180.0     MWACS      
94.39     -16.43    3.12      3.08      -1.02     180.0     MWACS      
101.06    -31.93    3.12      3.08      -0.95     180.0     MWACS      
19.69     -41.04    3.12      3.08      -0.87     180.0     MWACS      
358.97    -30.02    3.12      3.12      -0.8      182.44    FHD        
356.59    8.88      3.12      2.5       -1.68     160.0     Culgoora   
16.6      -1.93     3.12      2.5       -1.68     160.0     Culgoora   
353.8     -66.62    3.11      5.93      -0.8      408.0     MRC        
62.12     -31.02    3.11      3.07      -0.95     180.0     MWACS      
121.34    -36.26    3.11      3.07      -0.89     180.0     MWACS      
323.54    -1.9      3.11      2.8       -0.8      160.0     Culgoora   
60.8      -50.5     3.11      3.09      -0.48     180.0     MWACS      
328.71    -28.14    3.11      3.06      -1.07     180.0     MWACS      
7.23      -41.96    3.11      3.11      -0.8      182.44    FHD        
76.3      -38.56    3.11      3.08      -0.66     180.0     MWACS      
261.36    -80.08    3.1       5.91      -0.8      408.0     MRC        
79.07     -16.06    3.1       3.07      -0.91     180.0     MWACS      
68.5      -24.93    3.1       3.05      -1.31     180.0     MWACS      
21.99     -43.59    3.1       3.06      -0.91     180.0     MWACS      
55.03     -36.6     3.1       3.06      -0.83     180.0     MWACS      
329.08    -43.83    3.1       3.05      -1.14     180.0     MWACS      
110.18    -15.32    3.1       3.1       0.0       180.0     MWACS      
2.35      -31.77    3.09      3.09      -0.8      182.44    FHD        
71.24     -18.38    3.09      3.05      -0.92     180.0     MWACS      
348.54    -44.93    3.09      3.09      0.05      180.0     MWACS      
0.18      -34.4     3.09      3.09      -0.8      182.44    FHD        
344.39    -18.48    3.09      3.05      -0.9      180.0     MWACS      
338.44    -38.51    3.09      3.05      -0.93     180.0     MWACS      
142.19    11.61     3.08      2.4       -1.91     160.0     Culgoora   
141.11    6.1       3.08      2.4       -1.91     160.0     Culgoora   
346.86    4.1       3.08      2.4       -1.91     160.0     Culgoora   
41.1      -5.47     3.08      2.9       -0.46     160.0     Culgoora   
212.13    1.28      3.08      3.1       0.05      160.0     Culgoora   
73.02     -38.67    3.08      3.08      0.0       180.0     MWACS      
64.93     -18.03    3.07      3.03      -0.88     180.0     MWACS      
29.96     -41.6     3.06      3.03      -0.87     180.0     MWACS      
193.39    15.71     3.06      5.83      -0.8      408.0     MRC        
112.21    -38.98    3.06      3.03      -0.87     180.0     MWACS      
91.43     -18.76    3.06      3.02      -0.9      180.0     MWACS      
74.59     -43.6     3.06      3.03      -0.58     180.0     MWACS      
97.87     -39.25    3.06      3.02      -0.87     180.0     MWACS      
355.1     26.68     3.05      2.6       -1.21     160.0     Culgoora   
255.12    32.53     3.05      2.6       -1.21     160.0     Culgoora   
166.76    2.79      3.05      2.6       -1.21     160.0     Culgoora   
154.15    1.63      3.04      2.5       -1.49     160.0     Culgoora   
209.28    25.63     3.04      2.5       -1.49     160.0     Culgoora   
119.83    27.15     3.04      2.5       -1.49     160.0     Culgoora   
314.77    3.07      3.04      2.5       -1.49     160.0     Culgoora   
58.96     21.21     3.04      2.5       -1.49     160.0     Culgoora   
264.35    -56.6     3.04      7.29      -1.09     408.0     MRC        
291.16    20.57     3.03      2.7       -0.89     160.0     Culgoora   
219.45    24.65     3.03      2.7       -0.89     160.0     Culgoora   
13.9      -9.87     3.03      2.7       -0.89     160.0     Culgoora   
41.5      -46.85    3.03      3.01      -0.62     180.0     MWACS      
357.66    -11.75    3.03      3.03      -0.8      182.44    FHD        
8.2       -29.52    3.03      3.03      -0.8      182.44    FHD        
106.92    -40.14    3.03      3.03      0.0       180.0     MWACS      
322.02    -23.5     3.03      3.01      -0.41     180.0     MWACS      
356.23    -30.69    3.03      3.03      -0.8      182.44    FHD        
81.53     -16.33    3.03      2.99      -1.04     180.0     MWACS      
111.58    -37.65    3.02      3.0       -0.63     180.0     MWACS      
66.37     -54.93    3.02      2.99      -0.76     180.0     MWACS      
77.91     -3.78     3.02      2.4       -1.74     160.0     Culgoora   
126.38    -42.79    3.02      2.4       -1.74     160.0     Culgoora   
332.58    -40.49    3.01      2.98      -0.83     180.0     MWACS      
108.85    -37.26    3.01      3.01      0.0       180.0     MWACS      
322.54    -48.33    3.01      2.98      -0.73     180.0     MWACS      
355.21    -28.81    3.0       3.0       -0.8      182.44    FHD        
323.97    1.3       3.0       3.0       0.0       160.0     Culgoora   
8.91      -16.58    3.0       3.0       -0.8      182.44    FHD        
20.89     -29.28    3.0       2.97      -0.76     180.0     MWACS      
325.6     -6.72     3.0       2.7       -0.8      160.0     Culgoora   
148.74    17.71     3.0       2.7       -0.8      160.0     Culgoora   
344.5     -22.61    3.0       2.97      -0.71     180.0     MWACS      
245.86    -15.76    2.99      2.8       -0.51     160.0     Culgoora   
316.09    19.27     2.99      2.8       -0.51     160.0     Culgoora   
162.95    21.33     2.99      2.8       -0.51     160.0     Culgoora   
9.03      26.33     2.99      2.8       -0.51     160.0     Culgoora   
2.32      -45.06    2.99      2.95      -0.99     180.0     MWACS      
335.06    -37.53    2.99      2.95      -0.96     180.0     MWACS      
68.0      -26.64    2.99      2.95      -0.87     180.0     MWACS      
19.96     -53.95    2.99      2.96      -0.68     180.0     MWACS      
313.86    -55.08    2.98      2.95      -0.86     180.0     MWACS      
11.27     -24.57    2.98      2.98      -0.8      182.44    FHD        
8.12      -54.92    2.97      2.94      -0.76     180.0     MWACS      
330.02    -54.92    2.97      2.94      -0.91     180.0     MWACS      
86.98     -47.25    2.97      2.94      -0.69     180.0     MWACS      
76.68     -61.16    2.97      5.03      -0.66     408.0     MRC        
32.63     -19.07    2.96      2.93      -0.72     180.0     MWACS      
88.03     -35.0     2.96      2.92      -1.01     180.0     MWACS      
291.21    -29.24    2.96      5.63      -0.8      408.0     MRC        
321.44    0.91      2.95      2.5       -1.26     160.0     Culgoora   
351.14    14.64     2.95      2.5       -1.26     160.0     Culgoora   
180.42    -6.31     2.95      2.5       -1.26     160.0     Culgoora   
18.35     -53.5     2.95      2.92      -0.6      180.0     MWACS      
86.25     -14.56    2.95      2.9       -1.09     180.0     MWACS      
180.48    -18.89    2.94      2.6       -0.94     160.0     Culgoora   
167.77    1.15      2.94      2.6       -0.94     160.0     Culgoora   
24.98     -26.12    2.94      2.91      -0.82     180.0     MWACS      
40.21     -55.13    2.94      2.92      -0.61     180.0     MWACS      
357.01    -16.52    2.94      2.94      -0.8      182.44    FHD        
79.41     -16.58    2.93      2.91      -0.5      180.0     MWACS      
118.25    -23.02    2.93      2.91      -0.68     180.0     MWACS      
35.03     -70.38    2.93      6.87      -1.06     408.0     MRC        
18.6      -38.3     2.93      2.89      -0.99     180.0     MWACS      
324.94    21.17     2.93      2.2       -2.18     160.0     Culgoora   
106.51    -29.32    2.93      2.9       -0.72     180.0     MWACS      
335.78    -34.93    2.93      2.91      -0.5      180.0     MWACS      
33.27     -47.68    2.92      2.92      0.0       180.0     MWACS      
15.61     -47.54    2.92      2.89      -0.67     180.0     MWACS      
67.68     -40.33    2.92      2.89      -0.76     180.0     MWACS      
122.21    -41.4     2.91      2.89      -0.57     180.0     MWACS      
103.74    -27.82    2.91      2.89      -0.64     180.0     MWACS      
259.84    0.62      2.91      5.54      -0.8      408.0     MRC        
204.25    -29.87    2.91      2.7       -0.57     160.0     Culgoora   
121.08    17.33     2.91      2.7       -0.57     160.0     Culgoora   
6.88      -27.52    2.91      2.91      -0.8      182.44    FHD        
125.88    -50.94    2.91      2.87      -0.87     180.0     MWACS      
337.66    -21.21    2.91      2.87      -0.89     180.0     MWACS      
109.52    -26.14    2.9       2.87      -0.78     180.0     MWACS      
99.09     -36.49    2.9       2.86      -1.09     180.0     MWACS      
208.9     -52.25    2.9       5.53      -0.8      408.0     MRC        
350.36    -50.66    2.9       2.87      -0.84     180.0     MWACS      
343.65    -32.16    2.9       2.87      -0.71     180.0     MWACS      
246.93    -39.89    2.9       5.52      -0.8      408.0     MRC        
251.43    2.2       2.9       5.52      -0.8      408.0     MRC        
358.54    -21.95    2.9       2.9       -0.8      182.44    FHD        
95.51     -47.6     2.89      2.87      -0.64     180.0     MWACS      
55.28     -19.53    2.89      2.87      -0.58     180.0     MWACS      
103.7     2.11      2.89      2.6       -0.8      160.0     Culgoora   
100.76    2.01      2.89      2.6       -0.8      160.0     Culgoora   
32.87     -23.48    2.89      2.86      -0.71     180.0     MWACS      
69.67     -36.97    2.88      2.85      -0.83     180.0     MWACS      
332.77    -43.55    2.88      2.86      -0.61     180.0     MWACS      
82.07     -40.22    2.88      2.85      -0.87     180.0     MWACS      
118.56    -20.14    2.88      2.84      -0.98     180.0     MWACS      
73.37     -35.21    2.88      2.84      -1.15     180.0     MWACS      
41.2      -35.38    2.88      2.86      -0.6      180.0     MWACS      
314.4     -41.84    2.87      2.85      -0.57     180.0     MWACS      
340.35    -37.21    2.87      2.83      -0.93     180.0     MWACS      
270.33    -66.38    2.87      5.46      -0.8      408.0     MRC        
268.23    -37.76    2.87      5.46      -0.8      408.0     MRC        
70.37     -31.45    2.86      2.82      -1.23     180.0     MWACS      
